[20:45:39	]Taliazure has connected.
[21:11:14	]Taliazure has connected.
[21:12:24	]Taliazure loaded the character 'C24:i1.JUDGE-2'
[21:12:52	]C24:i1.JUDGE-2 opened the 'File Cabinet' #76189 container.
[21:12:54	]C24:i1.JUDGE-2 closed the 'File Cabinet' #76189 container.
[21:12:54	]C24:i1.JUDGE-2 opened the 'File Cabinet' #76188 container.
[21:12:56	]C24:i1.JUDGE-2 closed the 'File Cabinet' #76188 container.
[21:13:43	]C24:i1.JUDGE-2 ran 'use' on item 'Bandage Roll' (#1595611)
[21:13:43	]C24:i1.JUDGE-2 has performed the 'Use Bandage Roll' action, gaining 15 experience in medicine.
[21:13:43	]C24:i1.JUDGE-2 was bandaged by C24:i1.JUDGE-2 for 18 HP.
[21:13:45	]C24:i1.JUDGE-2 ran 'use' on item 'Painkillers' (#1595610)
[21:13:45	]C24:i1.JUDGE-2 has performed the 'Use Painkillers' action, gaining 25 experience in medicine.
[21:15:50	]C24:i1.JUDGE-2 ran 'Equip' on item 'UMP-45' (#1643143)
[21:15:51	]C24:i1.JUDGE-2 used command '/ToggleRaise'.
[21:15:59	]C24:i1.JUDGE-2 ran 'combine' on item '25rnd Ump-magazine' (#1643146)
[21:16:00	]C24:i1.JUDGE-2 has lost a '25rnd Ump-magazine' #1643146.
[21:16:00	]C24:i1.JUDGE-2 has gained a '25rnd Ump-magazine' #1643145.
[21:16:15	]C24:i1.JUDGE-2 has gained a '25rnd Ump-magazine' #1643146.
[21:16:15	]C24:i1.JUDGE-2 has lost a '25rnd Ump-magazine' #1643145.
[21:16:42	]C24:i1.JUDGE-2 ran 'combine' on item '25rnd Ump-magazine' (#1643146)
[21:16:43	]C24:i1.JUDGE-2 has gained a '25rnd Ump-magazine' #1643145.
[21:16:43	]C24:i1.JUDGE-2 has lost a '25rnd Ump-magazine' #1643146.
[21:16:48	]C24:i1.JUDGE-2 used command '/WaypointAdd CODE-1 120 Blue'.
[21:17:13	]Console ran SAM command 'setrank' with arguments: 'judge-2' 'admin' '20'
[21:17:27	]C24:i1.JUDGE-2 used command '/WaypointAdd CODE-1 120 Blue'.
[21:17:28	]C24:i1.JUDGE-2 used command '/WaypointAdd CODE-2 120 Orange'.
[21:17:29	]C24:i1.JUDGE-2 used command '/WaypointAdd CODE-3 200 RED'.
[21:17:36	][ME] C24:i1.JUDGE-2: Produced some bandages using them to wrap their own wounds, helping stagnate any bleeding or cover their wounds.
[21:17:37	][ME] C24:i1.JUDGE-2: Produced a IFAK opening it they use the contents to: Desinfect, hemostat and cover their wounds.
[21:17:39	][ME] C24:i1.JUDGE-2: Produced a green glowing Stimdose, they stab it into their forearm allowing it to auto-inject the contents soon regenerati
[21:17:40	]C24:i1.JUDGE-2 used command '/CharSearch'.
[21:17:50	][ME] C24:i1.JUDGE-2: Pulled out a grenade, they pull the pin on the grenade they toss it letting it activate towards their target(s)
[21:17:53	]C24:i1.JUDGE-2 used command '/CharSearch'.
[21:17:54	][ME] C24:i1.JUDGE-2: Pulls out their Mac10 the safety off by default.
[21:17:56	][ME] C24:i1.JUDGE-2: Pulls out their five-seven switching the safety off.
[21:17:57	][ME] C24:i1.JUDGE-2: Pulls out their stunstick holding it firmly
[21:17:58	][ME] C24:i1.JUDGE-2: Produced some bandages using them to wrap their own wounds, helping stagnate any bleeding or cover their wounds.
[21:17:59	]C24:i1.JUDGE-2 used command '/WaypointAdd CODE-3 200 RED'.
[21:18:00	]C24:i1.JUDGE-2 used command '/WaypointAdd CODE-3 200 RED'.
[21:18:01	]C24:i1.JUDGE-2 used command '/WaypointAdd CODE-3 200 RED'.
[21:19:20	]Console ran SAM command 'setrank' with arguments: 'judge-2' 'admin'
[21:19:56	]Taliazure loaded the character 'ELputo loco'
[21:20:01	]ELputo loco is fully healed.
[21:20:27	]ELputo loco used command '/CreateCustomItem'.
[21:20:43	]ELputo loco used command '/CreateCustomItem'.
[21:21:23	]Taliazure loaded the character 'C24:i1.JUDGE-2'
[21:23:18	]C24:i1.JUDGE-2 has spawned a med_computer.
[21:23:27	]C24:i1.JUDGE-2 ran 'Equip' on item 'Stunstick' (#1373216)
[21:23:27	]C24:i1.JUDGE-2 used command '/ToggleRaise'.
[21:23:29	]C24:i1.JUDGE-2 destroyed a 'Medical Computer' #1649929.
[21:24:27	][IC] C24:i1.JUDGE-2: <:: All units respond, Code 3! ::>
[21:25:00	][IC] C24:i1.JUDGE-2: <:: Dispatch, I need 10-78; officer in trouble! ::>
[21:25:14	][IC] C24:i1.JUDGE-2: <:: Dispatch, I need 10-78; officer in trouble, all units respond, code 3! ::>
[21:25:51	][IC] C24:i1.JUDGE-2: <:: Dispatch, I need 10-78; officer in trouble, shots fired; hostile malignants here. ::>
[21:26:27	]C24:i1.JUDGE-2 ran 'drop' on item 'UMP-45' (#1643143)
[21:26:27	]C24:i1.JUDGE-2 has lost a 'UMP-45' #1643143.
[21:26:31	]C24:i1.JUDGE-2 has used a context menu option with the name: rb655_dissolve
[21:26:33	]env_entity_dissolver destroyed a 'UMP-45' #1643143.
[21:26:37	]C24:i1.JUDGE-2 ran 'Open' on item 'Civil Protection Ration' (#1647528)
[21:26:37	]C24:i1.JUDGE-2 has gained a 'Metropolice Supplements' #1649930.
[21:26:37	]C24:i1.JUDGE-2 has gained a 'Soda Bob Brawn' #1649931.
[21:26:37	]C24:i1.JUDGE-2 has gained a 'Medium Credits Coupon' #1649932.
[21:26:38	]C24:i1.JUDGE-2 ran 'Consume' on item 'Metropolice Supplements' (#1649930)
[21:26:38	]C24:i1.JUDGE-2 has gained a level 3 long boost in Strength.
[21:26:39	]C24:i1.JUDGE-2 ran 'Consume' on item 'Soda Bob Brawn' (#1649931)
[21:26:39	]C24:i1.JUDGE-2 has gained a level 1 long boost in Perception.
[21:26:39	]C24:i1.JUDGE-2 has gained a level 2 long boost in Agility.
[21:26:40	]C24:i1.JUDGE-2 ran 'use' on item 'Bandage Roll' (#1595611)
[21:26:40	]C24:i1.JUDGE-2 has performed the 'Use Bandage Roll' action, gaining 15 experience in medicine.
[21:26:40	]C24:i1.JUDGE-2 was bandaged by C24:i1.JUDGE-2 for 18 HP.
[21:26:41	]C24:i1.JUDGE-2 ran 'use' on item 'Surgical Kit' (#1352527)
[21:26:41	]C24:i1.JUDGE-2 has performed the 'Use Surgical Kit' action, gaining 48 experience in medicine.
[21:26:41	]C24:i1.JUDGE-2 was disinfected by C24:i1.JUDGE-2 for 357 seconds.
[21:26:41	]C24:i1.JUDGE-2 was bandaged by C24:i1.JUDGE-2 for 79 HP.
[21:26:42	]C24:i1.JUDGE-2 ran 'use' on item 'Bandage Roll' (#1595611)
[21:26:42	]C24:i1.JUDGE-2 was bandaged by C24:i1.JUDGE-2 for 18 HP.
[21:26:43	]C24:i1.JUDGE-2 ran 'use' on item 'Surgical Kit' (#1352527)
[21:26:43	]C24:i1.JUDGE-2 was disinfected by C24:i1.JUDGE-2 for 357 seconds.
[21:26:43	]C24:i1.JUDGE-2 was bandaged by C24:i1.JUDGE-2 for 79 HP.
[21:26:44	]C24:i1.JUDGE-2 ran 'use' on item 'Surgical Kit' (#1352527)
[21:26:44	]C24:i1.JUDGE-2 was disinfected by C24:i1.JUDGE-2 for 357 seconds.
[21:26:44	]C24:i1.JUDGE-2 was bandaged by C24:i1.JUDGE-2 for 79 HP.
[21:26:44	]C24:i1.JUDGE-2 has gained a 'Stitched Cloth' #1649933.
[21:26:45	]C24:i1.JUDGE-2 ran 'use' on item 'Painkillers' (#1595610)
[21:26:45	]C24:i1.JUDGE-2 ran 'use' on item 'Painkillers' (#1595610)
[21:26:46	]C24:i1.JUDGE-2 ran 'use' on item 'Painkillers' (#1595610)
[21:26:50	]C24:i1.JUDGE-2 ran 'drop' on item 'Hunter Compact (2.5x)' (#1616944)
[21:26:50	]C24:i1.JUDGE-2 has lost a 'Hunter Compact (2.5x)' #1616944.
[21:26:52	]C24:i1.JUDGE-2 has used a context menu option with the name: rb655_dissolve
[21:26:54	]C24:i1.JUDGE-2 ran 'drop' on item 'Stitched Cloth' (#1649933)
[21:26:54	]C24:i1.JUDGE-2 has lost a 'Stitched Cloth' #1649933.
[21:26:54	]env_entity_dissolver destroyed a 'Hunter Compact (2.5x)' #1616944.
[21:26:56	]C24:i1.JUDGE-2 has used a context menu option with the name: rb655_dissolve
[21:26:58	]env_entity_dissolver destroyed a 'Stitched Cloth' #1649933.
[21:27:28	]C24:i1.JUDGE-2 has spawned a p90.
[21:27:32	]C24:i1.JUDGE-2 has used a context menu option with the name: rb655_dissolve
[21:27:34	]env_entity_dissolver destroyed a 'P90' #1649934.
[21:28:29	]C24:i1.JUDGE-2 has spawned a mac10.
[21:28:31	]C24:i1.JUDGE-2 ran 'take' on item 'Mac-10' (#1649935)
[21:28:31	]C24:i1.JUDGE-2 has gained a 'Mac-10' #1649935.
[21:28:33	]C24:i1.JUDGE-2 ran 'Equip' on item 'Mac-10' (#1649935)
[21:28:33	]C24:i1.JUDGE-2 used command '/ToggleRaise'.
[21:28:53	]C24:i1.JUDGE-2 has spawned a bullets_smg1.
[21:28:55	]C24:i1.JUDGE-2 ran 'take' on item 'Sub-machinegun Bullets' (#1649936)
[21:28:55	]C24:i1.JUDGE-2 has gained a 'Sub-machinegun Bullets' #1649936.
[21:28:58	]C24:i1.JUDGE-2 has spawned a bullets_smg1.
[21:28:58	]C24:i1.JUDGE-2 has spawned a bullets_smg1.
[21:28:59	]C24:i1.JUDGE-2 has spawned a bullets_smg1.
[21:28:59	]C24:i1.JUDGE-2 has spawned a bullets_smg1.
[21:29:00	]C24:i1.JUDGE-2 ran 'take' on item 'Sub-machinegun Bullets' (#1649939)
[21:29:00	]C24:i1.JUDGE-2 has gained a 'Sub-machinegun Bullets' #1649939.
[21:29:01	]C24:i1.JUDGE-2 ran 'take' on item 'Sub-machinegun Bullets' (#1649940)
[21:29:01	]C24:i1.JUDGE-2 has gained a 'Sub-machinegun Bullets' #1649940.
[21:29:02	]C24:i1.JUDGE-2 ran 'take' on item 'Sub-machinegun Bullets' (#1649937)
[21:29:02	]C24:i1.JUDGE-2 has gained a 'Sub-machinegun Bullets' #1649937.
[21:29:03	]C24:i1.JUDGE-2 ran 'take' on item 'Sub-machinegun Bullets' (#1649938)
[21:29:03	]C24:i1.JUDGE-2 has gained a 'Sub-machinegun Bullets' #1649938.
[21:29:19	]C24:i1.JUDGE-2 has spawned a magazine_mac10_30rnd.
[21:29:19	]C24:i1.JUDGE-2 has spawned a magazine_mac10_30rnd.
[21:29:21	]C24:i1.JUDGE-2 ran 'take' on item '30rnd Mac-magazine' (#1649942)
[21:29:21	]C24:i1.JUDGE-2 has gained a '30rnd Mac-magazine' #1649942.
